booking_key,date_key,start_time_key,end_time_key,room_key,booking_name,start_datetime,end_datetime,duration_minutes,duration_hours,booking_count
99839,20250325,2000,2200,21,Nicks Group,2025-03-25 20:00:00,2025-03-25 22:00:00,120,2.0,1
99840,20250325,2000,2200,29,,2025-03-25 20:00:00,2025-03-25 22:00:00,120,2.0,1
99841,20250325,2000,2200,30,,2025-03-25 20:00:00,2025-03-25 22:00:00,120,2.0,1
99842,20250325,2000,2200,31,Study,2025-03-25 20:00:00,2025-03-25 22:00:00,120,2.0,1
99843,20250325,2000,2200,34,Dev Patel,2025-03-25 20:00:00,2025-03-25 22:00:00,120,2.0,1
99844,20250325,2030,2100,12,k and a dawg,2025-03-25 20:30:00,2025-03-25 21:00:00,30,0.5,1
99845,20250325,2030,2100,32,Evelyn,2025-03-25 20:30:00,2025-03-25 21:00:00,30,0.5,1
99846,20250325,2030,2100,36,Max,2025-03-25 20:30:00,2025-03-25 21:00:00,30,0.5,1
99847,20250325,2030,2230,13,Sam,2025-03-25 20:30:00,2025-03-25 22:30:00,120,2.0,1
99848,20250325,2030,2230,38,lizeth and kristin,2025-03-25 20:30:00,2025-03-25 22:30:00,120,2.0,1
99849,20250325,2030,2230,40,,2025-03-25 20:30:00,2025-03-25 22:30:00,120,2.0,1
99850,20250325,2100,2130,25,Dev,2025-03-25 21:00:00,2025-03-25 21:30:00,30,0.5,1
99851,20250325,2100,2130,28,Evelyn,2025-03-25 21:00:00,2025-03-25 21:30:00,30,0.5,1
99852,20250325,2100,2130,32,,2025-03-25 21:00:00,2025-03-25 21:30:00,30,0.5,1
99853,20250325,2100,2130,36,c,2025-03-25 21:00:00,2025-03-25 21:30:00,30,0.5,1
99854,20250325,2100,2200,12,k and a dawg,2025-03-25 21:00:00,2025-03-25 22:00:00,60,1.0,1
99855,20250325,2100,2230,20,,2025-03-25 21:00:00,2025-03-25 22:30:00,90,1.5,1
99856,20250325,2100,2230,22,Karthik,2025-03-25 21:00:00,2025-03-25 22:30:00,90,1.5,1
99857,20250325,2100,2300,14,,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99858,20250325,2100,2300,17,,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99859,20250325,2100,2300,23,Dawson Vy,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99860,20250325,2100,2300,35,Team Work Session,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99861,20250325,2100,2300,37,Study,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99862,20250325,2100,2300,39,Study Time,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99863,20250325,2100,2300,33,,2025-03-25 21:00:00,2025-03-25 23:00:00,120,2.0,1
99864,20250325,2130,2200,36,Max,2025-03-25 21:30:00,2025-03-25 22:00:00,30,0.5,1
99865,20250325,2130,2200,41,Pranathi,2025-03-25 21:30:00,2025-03-25 22:00:00,30,0.5,1
99866,20250325,2130,2330,16,Parth Modi,2025-03-25 21:30:00,2025-03-25 23:30:00,120,2.0,1
99867,20250325,2130,2330,27,study group,2025-03-25 21:30:00,2025-03-25 23:30:00,120,2.0,1
99868,20250325,2200,2230,30,Evelyn,2025-03-25 22:00:00,2025-03-25 22:30:00,30,0.5,1
99869,20250325,2200,2330,26,Dev,2025-03-25 22:00:00,2025-03-25 23:30:00,90,1.5,1
99870,20250325,2200,0,11,Warhammer Dnd,2025-03-25 22:00:00,2025-03-26 00:00:00,120,2.0,1
99871,20250325,2200,0,15,,2025-03-25 22:00:00,2025-03-26 00:00:00,120,2.0,1
99872,20250325,2200,0,19,JAYZ!,2025-03-25 22:00:00,2025-03-26 00:00:00,120,2.0,1
99873,20250325,2200,0,24,,2025-03-25 22:00:00,2025-03-26 00:00:00,120,2.0,1
99874,20250325,2200,0,31,Study Buddies,2025-03-25 22:00:00,2025-03-26 00:00:00,120,2.0,1
99875,20250325,2200,0,41,danny,2025-03-25 22:00:00,2025-03-26 00:00:00,120,2.0,1
99876,20250325,2230,2300,13,aiden,2025-03-25 22:30:00,2025-03-25 23:00:00,30,0.5,1
99877,20250325,2230,2300,25,Mounashree Prasanna,2025-03-25 22:30:00,2025-03-25 23:00:00,30,0.5,1
99878,20250325,2230,2300,36,Max,2025-03-25 22:30:00,2025-03-25 23:00:00,30,0.5,1
99879,20250325,2230,0,38,,2025-03-25 22:30:00,2025-03-26 00:00:00,90,1.5,1
99880,20250325,2330,0,32,Boogie woogie,2025-03-25 23:30:00,2025-03-26 00:00:00,30,0.5,1
99881,20250326,800,830,24,,2025-03-26 08:00:00,2025-03-26 08:30:00,30,0.5,1
99882,20250326,800,830,36,,2025-03-26 08:00:00,2025-03-26 08:30:00,30,0.5,1
99883,20250326,800,900,17,,2025-03-26 08:00:00,2025-03-26 09:00:00,60,1.0,1
99884,20250326,800,930,35,Rachel,2025-03-26 08:00:00,2025-03-26 09:30:00,90,1.5,1
99885,20250326,800,1000,16,,2025-03-26 08:00:00,2025-03-26 10:00:00,120,2.0,1
99886,20250326,800,1000,23,Leslie's Study Session 1,2025-03-26 08:00:00,2025-03-26 10:00:00,120,2.0,1
99887,20250326,800,1000,29,Lorenzo's Room,2025-03-26 08:00:00,2025-03-26 10:00:00,120,2.0,1
99888,20250326,800,1000,30,,2025-03-26 08:00:00,2025-03-26 10:00:00,120,2.0,1
99889,20250326,800,1000,38,??,2025-03-26 08:00:00,2025-03-26 10:00:00,120,2.0,1
99890,20250326,800,1000,39,Sana,2025-03-26 08:00:00,2025-03-26 10:00:00,120,2.0,1
99891,20250326,830,900,13,K,2025-03-26 08:30:00,2025-03-26 09:00:00,30,0.5,1
99892,20250326,830,900,14,,2025-03-26 08:30:00,2025-03-26 09:00:00,30,0.5,1
99893,20250326,830,900,24,,2025-03-26 08:30:00,2025-03-26 09:00:00,30,0.5,1
99894,20250326,830,900,41,,2025-03-26 08:30:00,2025-03-26 09:00:00,30,0.5,1
99895,20250326,830,900,34,,2025-03-26 08:30:00,2025-03-26 09:00:00,30,0.5,1
99896,20250326,830,1000,15,Interview,2025-03-26 08:30:00,2025-03-26 10:00:00,90,1.5,1
99897,20250326,830,1000,25,bk,2025-03-26 08:30:00,2025-03-26 10:00:00,90,1.5,1
99898,20250326,830,1000,36,,2025-03-26 08:30:00,2025-03-26 10:00:00,90,1.5,1
99899,20250326,830,1030,11,mathh,2025-03-26 08:30:00,2025-03-26 10:30:00,120,2.0,1
99900,20250326,830,1030,18,Vishalkiran,2025-03-26 08:30:00,2025-03-26 10:30:00,120,2.0,1
99901,20250326,830,1030,28,,2025-03-26 08:30:00,2025-03-26 10:30:00,120,2.0,1
99902,20250326,830,1030,37,moochelle/theo/emiwy/surgeon,2025-03-26 08:30:00,2025-03-26 10:30:00,120,2.0,1
99903,20250326,900,1000,40,:),2025-03-26 09:00:00,2025-03-26 10:00:00,60,1.0,1
99904,20250326,900,1030,21,The Blues Presentation,2025-03-26 09:00:00,2025-03-26 10:30:00,90,1.5,1
99905,20250326,900,1030,24,,2025-03-26 09:00:00,2025-03-26 10:30:00,90,1.5,1
99906,20250326,900,1030,26,CUONG ISABELLE,2025-03-26 09:00:00,2025-03-26 10:30:00,90,1.5,1
99907,20250326,900,1100,13,Ethan,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99908,20250326,900,1100,19,sowmya,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99909,20250326,900,1100,20,ADV123 Meeting,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99910,20250326,900,1100,22,Maneesh,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99911,20250326,900,1100,27,study,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99912,20250326,900,1100,32,Online Class,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99913,20250326,900,1100,41,Study,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99914,20250326,900,1100,42,"Steven ""Sneaky/The Grinding Chief"" Nguyen's Grinding and Study Room Mode",2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99915,20250326,900,1100,33,sa,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99916,20250326,900,1100,34,,2025-03-26 09:00:00,2025-03-26 11:00:00,120,2.0,1
99917,20250326,900,1500,8,Tanvi,2025-03-26 09:00:00,2025-03-26 15:00:00,360,6.0,1
99918,20250326,930,1000,31,Ryan Wong,2025-03-26 09:30:00,2025-03-26 10:00:00,30,0.5,1
99919,20250326,930,1000,35,Physics study group,2025-03-26 09:30:00,2025-03-26 10:00:00,30,0.5,1
99920,20250326,930,1100,12,Evangeline's homeschool,2025-03-26 09:30:00,2025-03-26 11:00:00,90,1.5,1
99921,20250326,930,1130,17,,2025-03-26 09:30:00,2025-03-26 11:30:00,120,2.0,1
99922,20250326,930,1200,5,SJSU University Advancement All Teams Meeting,2025-03-26 09:30:00,2025-03-26 12:00:00,150,2.5,1
99923,20250326,1000,1030,14,,2025-03-26 10:00:00,2025-03-26 10:30:00,30,0.5,1
99924,20250326,1000,1030,15,Hima,2025-03-26 10:00:00,2025-03-26 10:30:00,30,0.5,1
99925,20250326,1000,1030,23,,2025-03-26 10:00:00,2025-03-26 10:30:00,30,0.5,1
99926,20250326,1000,1030,38,Physics Study group,2025-03-26 10:00:00,2025-03-26 10:30:00,30,0.5,1
99927,20250326,1000,1100,16,,2025-03-26 10:00:00,2025-03-26 11:00:00,60,1.0,1
99928,20250326,1000,1100,30,,2025-03-26 10:00:00,2025-03-26 11:00:00,60,1.0,1
99929,20250326,1000,1100,10,Priscilla Janssen,2025-03-26 10:00:00,2025-03-26 11:00:00,60,1.0,1
99930,20250326,1000,1130,31,Sohita Sasubilli,2025-03-26 10:00:00,2025-03-26 11:30:00,90,1.5,1
99931,20250326,1000,1130,40,Meera,2025-03-26 10:00:00,2025-03-26 11:30:00,90,1.5,1
99932,20250326,1000,1200,25,Bhargav,2025-03-26 10:00:00,2025-03-26 12:00:00,120,2.0,1
99933,20250326,1000,1200,29,Shivaan Khatri,2025-03-26 10:00:00,2025-03-26 12:00:00,120,2.0,1
99934,20250326,1000,1200,35,,2025-03-26 10:00:00,2025-03-26 12:00:00,120,2.0,1
99935,20250326,1000,1200,36,:),2025-03-26 10:00:00,2025-03-26 12:00:00,120,2.0,1
99936,20250326,1000,1200,39,CY,2025-03-26 10:00:00,2025-03-26 12:00:00,120,2.0,1
99937,20250326,1000,1400,6,SJPL: Access Services,2025-03-26 10:00:00,2025-03-26 14:00:00,240,4.0,1
99938,20250326,1030,1130,18,,2025-03-26 10:30:00,2025-03-26 11:30:00,60,1.0,1
99939,20250326,1030,1200,11,,2025-03-26 10:30:00,2025-03-26 12:00:00,90,1.5,1
99940,20250326,1030,1200,24,,2025-03-26 10:30:00,2025-03-26 12:00:00,90,1.5,1
99941,20250326,1030,1200,28,private,2025-03-26 10:30:00,2025-03-26 12:00:00,90,1.5,1
99942,20250326,1030,1230,14,CSA,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99943,20250326,1030,1230,15,,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99944,20250326,1030,1230,21,Raiden,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99945,20250326,1030,1230,23,Misha Meswani,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99946,20250326,1030,1230,26,Mentorship meeting,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99947,20250326,1030,1230,37,Contreras1,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99948,20250326,1030,1230,38,Studyyyyyyy,2025-03-26 10:30:00,2025-03-26 12:30:00,120,2.0,1
99949,20250326,1100,1130,19,Jathin,2025-03-26 11:00:00,2025-03-26 11:30:00,30,0.5,1
99950,20250326,1100,1130,34,,2025-03-26 11:00:00,2025-03-26 11:30:00,30,0.5,1
99951,20250326,1100,1200,16,Atul,2025-03-26 11:00:00,2025-03-26 12:00:00,60,1.0,1
99952,20250326,1100,1200,10,Daniel Ramos Mejia,2025-03-26 11:00:00,2025-03-26 12:00:00,60,1.0,1
99953,20250326,1100,1230,12,,2025-03-26 11:00:00,2025-03-26 12:30:00,90,1.5,1
99954,20250326,1100,1230,22,Manny Lazo,2025-03-26 11:00:00,2025-03-26 12:30:00,90,1.5,1
99955,20250326,1100,1230,30,130 exam,2025-03-26 11:00:00,2025-03-26 12:30:00,90,1.5,1
99956,20250326,1100,1230,33,Midterm BUS2130,2025-03-26 11:00:00,2025-03-26 12:30:00,90,1.5,1
99957,20250326,1100,1300,13,,2025-03-26 11:00:00,2025-03-26 13:00:00,120,2.0,1
99958,20250326,1100,1300,20,Maika Aeryl Jeciel,2025-03-26 11:00:00,2025-03-26 13:00:00,120,2.0,1
99959,20250326,1100,1300,27,Janice Martir,2025-03-26 11:00:00,2025-03-26 13:00:00,120,2.0,1
99960,20250326,1100,1300,32,online class yay,2025-03-26 11:00:00,2025-03-26 13:00:00,120,2.0,1
99961,20250326,1100,1300,41,,2025-03-26 11:00:00,2025-03-26 13:00:00,120,2.0,1
99962,20250326,1100,1300,42,"Steven ""Sneaky/The Grinding Chief"" Nguyen's Grinding and Study Room Mode",2025-03-26 11:00:00,2025-03-26 13:00:00,120,2.0,1
99963,20250326,1130,1200,31,,2025-03-26 11:30:00,2025-03-26 12:00:00,30,0.5,1
99964,20250326,1130,1330,17,Naveen Kumar Potta,2025-03-26 11:30:00,2025-03-26 13:30:00,120,2.0,1
99965,20250326,1130,1330,18,Research Group,2025-03-26 11:30:00,2025-03-26 13:30:00,120,2.0,1
99966,20250326,1130,1330,19,sowmya,2025-03-26 11:30:00,2025-03-26 13:30:00,120,2.0,1
99967,20250326,1130,1330,40,,2025-03-26 11:30:00,2025-03-26 13:30:00,120,2.0,1
99968,20250326,1130,1330,34,Surabhi,2025-03-26 11:30:00,2025-03-26 13:30:00,120,2.0,1
99969,20250326,1200,1230,25,bk,2025-03-26 12:00:00,2025-03-26 12:30:00,30,0.5,1
99970,20250326,1200,1300,29,,2025-03-26 12:00:00,2025-03-26 13:00:00,60,1.0,1
99971,20250326,1200,1300,10,BME LLM,2025-03-26 12:00:00,2025-03-26 13:00:00,60,1.0,1
99972,20250326,1200,1330,11,,2025-03-26 12:00:00,2025-03-26 13:30:00,90,1.5,1
99973,20250326,1200,1330,16,,2025-03-26 12:00:00,2025-03-26 13:30:00,90,1.5,1
99974,20250326,1200,1330,35,study,2025-03-26 12:00:00,2025-03-26 13:30:00,90,1.5,1
99975,20250326,1200,1400,24,,2025-03-26 12:00:00,2025-03-26 14:00:00,120,2.0,1
99976,20250326,1200,1400,28,,2025-03-26 12:00:00,2025-03-26 14:00:00,120,2.0,1
99977,20250326,1200,1400,31,,2025-03-26 12:00:00,2025-03-26 14:00:00,120,2.0,1
99978,20250326,1200,1400,36,Nitish Sharma,2025-03-26 12:00:00,2025-03-26 14:00:00,120,2.0,1
99979,20250326,1200,1400,39,yay,2025-03-26 12:00:00,2025-03-26 14:00:00,120,2.0,1
99980,20250326,1200,1400,7,Manomay Dixit,2025-03-26 12:00:00,2025-03-26 14:00:00,120,2.0,1
99981,20250326,1230,1300,12,Hima,2025-03-26 12:30:00,2025-03-26 13:00:00,30,0.5,1
99982,20250326,1230,1300,37,,2025-03-26 12:30:00,2025-03-26 13:00:00,30,0.5,1
99983,20250326,1230,1330,26,Team Temperature,2025-03-26 12:30:00,2025-03-26 13:30:00,60,1.0,1
99984,20250326,1230,1400,23,kyra,2025-03-26 12:30:00,2025-03-26 14:00:00,90,1.5,1
99985,20250326,1230,1400,38,Studyyyyyyy,2025-03-26 12:30:00,2025-03-26 14:00:00,90,1.5,1
99986,20250326,1230,1430,14,CSA,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99987,20250326,1230,1430,15,,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99988,20250326,1230,1430,21,EL,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99989,20250326,1230,1430,22,1,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99990,20250326,1230,1430,25,vinay,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99991,20250326,1230,1430,30,ulises,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99992,20250326,1230,1430,33,,2025-03-26 12:30:00,2025-03-26 14:30:00,120,2.0,1
99993,20250326,1300,1330,13,Sheetal-Nandana,2025-03-26 13:00:00,2025-03-26 13:30:00,30,0.5,1
99994,20250326,1300,1330,20,,2025-03-26 13:00:00,2025-03-26 13:30:00,30,0.5,1
99995,20250326,1300,1400,27,,2025-03-26 13:00:00,2025-03-26 14:00:00,60,1.0,1
99996,20250326,1300,1400,10,Tallah Modirzadeh,2025-03-26 13:00:00,2025-03-26 14:00:00,60,1.0,1
99997,20250326,1300,1430,12,Sarah,2025-03-26 13:00:00,2025-03-26 14:30:00,90,1.5,1
99998,20250326,1300,1500,29,Sigmas,2025-03-26 13:00:00,2025-03-26 15:00:00,120,2.0,1
99999,20250326,1300,1500,32,,2025-03-26 13:00:00,2025-03-26 15:00:00,120,2.0,1
100000,20250326,1300,1500,37,A Sosa,2025-03-26 13:00:00,2025-03-26 15:00:00,120,2.0,1
100001,20250326,1300,1500,41,shreya,2025-03-26 13:00:00,2025-03-26 15:00:00,120,2.0,1
100002,20250326,1300,1500,42,Britaney Nguyen,2025-03-26 13:00:00,2025-03-26 15:00:00,120,2.0,1
100003,20250326,1330,1400,11,Hima,2025-03-26 13:30:00,2025-03-26 14:00:00,30,0.5,1
100004,20250326,1330,1400,19,sowmya,2025-03-26 13:30:00,2025-03-26 14:00:00,30,0.5,1
100005,20250326,1330,1430,17,,2025-03-26 13:30:00,2025-03-26 14:30:00,60,1.0,1
100006,20250326,1330,1500,13,,2025-03-26 13:30:00,2025-03-26 15:00:00,90,1.5,1
100007,20250326,1330,1500,16,psyc 160 exam 2,2025-03-26 13:30:00,2025-03-26 15:00:00,90,1.5,1
100008,20250326,1330,1500,20,ADV Group 7,2025-03-26 13:30:00,2025-03-26 15:00:00,90,1.5,1
100009,20250326,1330,1500,26,My Appointment,2025-03-26 13:30:00,2025-03-26 15:00:00,90,1.5,1
100010,20250326,1330,1530,18,Savory7,2025-03-26 13:30:00,2025-03-26 15:30:00,120,2.0,1
100011,20250326,1330,1530,35,Singh,2025-03-26 13:30:00,2025-03-26 15:30:00,120,2.0,1
100012,20250326,1330,1530,40,,2025-03-26 13:30:00,2025-03-26 15:30:00,120,2.0,1
100013,20250326,1330,1530,34,,2025-03-26 13:30:00,2025-03-26 15:30:00,120,2.0,1
100014,20250326,1400,1430,24,Midterm Study,2025-03-26 14:00:00,2025-03-26 14:30:00,30,0.5,1
100015,20250326,1400,1500,19,math sofia,2025-03-26 14:00:00,2025-03-26 15:00:00,60,1.0,1
100016,20250326,1400,1500,23,Study time,2025-03-26 14:00:00,2025-03-26 15:00:00,60,1.0,1
100017,20250326,1400,1500,28,hm,2025-03-26 14:00:00,2025-03-26 15:00:00,60,1.0,1
100018,20250326,1400,1500,36,,2025-03-26 14:00:00,2025-03-26 15:00:00,60,1.0,1
100019,20250326,1400,1500,10,Jericho,2025-03-26 14:00:00,2025-03-26 15:00:00,60,1.0,1
100020,20250326,1400,1600,11,,2025-03-26 14:00:00,2025-03-26 16:00:00,120,2.0,1
100021,20250326,1400,1600,27,,2025-03-26 14:00:00,2025-03-26 16:00:00,120,2.0,1
100022,20250326,1400,1600,31,,2025-03-26 14:00:00,2025-03-26 16:00:00,120,2.0,1
100023,20250326,1400,1600,38,The L-Zone,2025-03-26 14:00:00,2025-03-26 16:00:00,120,2.0,1
100024,20250326,1400,1600,39,Lily’s study room,2025-03-26 14:00:00,2025-03-26 16:00:00,120,2.0,1
100025,20250326,1430,1500,15,samantha,2025-03-26 14:30:00,2025-03-26 15:00:00,30,0.5,1
100026,20250326,1430,1500,33,,2025-03-26 14:30:00,2025-03-26 15:00:00,30,0.5,1
100027,20250326,1430,1600,24,Study,2025-03-26 14:30:00,2025-03-26 16:00:00,90,1.5,1
100028,20250326,1430,1630,12,,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100029,20250326,1430,1630,14,CSA,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100030,20250326,1430,1630,17,,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100031,20250326,1430,1630,21,EL,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100032,20250326,1430,1630,22,Dollar M,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100033,20250326,1430,1630,25,vinay,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100034,20250326,1430,1630,30,AE 140,2025-03-26 14:30:00,2025-03-26 16:30:00,120,2.0,1
100035,20250326,1500,1530,13,Brian Barrios,2025-03-26 15:00:00,2025-03-26 15:30:00,30,0.5,1
100036,20250326,1500,1530,16,,2025-03-26 15:00:00,2025-03-26 15:30:00,30,0.5,1
100037,20250326,1500,1530,41,Hima,2025-03-26 15:00:00,2025-03-26 15:30:00,30,0.5,1
100038,20250326,1500,1600,26,hm,2025-03-26 15:00:00,2025-03-26 16:00:00,60,1.0,1
100039,20250326,1500,1600,29,,2025-03-26 15:00:00,2025-03-26 16:00:00,60,1.0,1
100040,20250326,1500,1600,32,,2025-03-26 15:00:00,2025-03-26 16:00:00,60,1.0,1
100041,20250326,1500,1630,33,Study time,2025-03-26 15:00:00,2025-03-26 16:30:00,90,1.5,1
100042,20250326,1500,1700,15,Study,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100043,20250326,1500,1700,19,sowmya,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100044,20250326,1500,1700,20,NLP Lectures,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100045,20250326,1500,1700,23,marielle,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100046,20250326,1500,1700,28,max,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100047,20250326,1500,1700,36,,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100048,20250326,1500,1700,37,,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100049,20250326,1500,1700,7,White Lotus,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100050,20250326,1500,1700,42,Britaney Nguyen,2025-03-26 15:00:00,2025-03-26 17:00:00,120,2.0,1
100051,20250326,1500,1900,5,College of Education,2025-03-26 15:00:00,2025-03-26 19:00:00,240,4.0,1
100052,20250326,1530,1600,18,Noah,2025-03-26 15:30:00,2025-03-26 16:00:00,30,0.5,1
100053,20250326,1530,1600,35,,2025-03-26 15:30:00,2025-03-26 16:00:00,30,0.5,1
100054,20250326,1530,1700,40,Interview,2025-03-26 15:30:00,2025-03-26 17:00:00,90,1.5,1
100055,20250326,1530,1700,34,Vee,2025-03-26 15:30:00,2025-03-26 17:00:00,90,1.5,1
100056,20250326,1530,1730,13,,2025-03-26 15:30:00,2025-03-26 17:30:00,120,2.0,1
100057,20250326,1530,1730,16,,2025-03-26 15:30:00,2025-03-26 17:30:00,120,2.0,1
100058,20250326,1530,1730,41,Calc 2 Study Group,2025-03-26 15:30:00,2025-03-26 17:30:00,120,2.0,1
100059,20250326,1600,1630,27,Noah,2025-03-26 16:00:00,2025-03-26 16:30:00,30,0.5,1
100060,20250326,1600,1700,39,,2025-03-26 16:00:00,2025-03-26 17:00:00,60,1.0,1
100061,20250326,1600,1730,38,,2025-03-26 16:00:00,2025-03-26 17:30:00,90,1.5,1
100062,20250326,1600,1800,11,,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100063,20250326,1600,1800,18,,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100064,20250326,1600,1800,24,Abhi,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100065,20250326,1600,1800,26,,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100066,20250326,1600,1800,29,tharun,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100067,20250326,1600,1800,31,,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100068,20250326,1600,1800,32,Julian,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100069,20250326,1600,1800,35,,2025-03-26 16:00:00,2025-03-26 18:00:00,120,2.0,1
100070,20250326,1630,1700,25,,2025-03-26 16:30:00,2025-03-26 17:00:00,30,0.5,1
100071,20250326,1630,1730,12,Mylo,2025-03-26 16:30:00,2025-03-26 17:30:00,60,1.0,1
100072,20250326,1630,1730,22,sk,2025-03-26 16:30:00,2025-03-26 17:30:00,60,1.0,1
100073,20250326,1630,1730,3,SJSU Marketing Association,2025-03-26 16:30:00,2025-03-26 17:30:00,60,1.0,1
100074,20250326,1630,1800,27,Henry Johnson,2025-03-26 16:30:00,2025-03-26 18:00:00,90,1.5,1
100075,20250326,1630,1830,14,CSA,2025-03-26 16:30:00,2025-03-26 18:30:00,120,2.0,1
100076,20250326,1630,1830,17,Sanaa,2025-03-26 16:30:00,2025-03-26 18:30:00,120,2.0,1
100077,20250326,1630,1830,21,SMG,2025-03-26 16:30:00,2025-03-26 18:30:00,120,2.0,1
100078,20250326,1630,1830,30,calia and chan,2025-03-26 16:30:00,2025-03-26 18:30:00,120,2.0,1
100079,20250326,1630,1830,33,Kanak Patel,2025-03-26 16:30:00,2025-03-26 18:30:00,120,2.0,1
100080,20250326,1700,1730,19,chess club,2025-03-26 17:00:00,2025-03-26 17:30:00,30,0.5,1
100081,20250326,1700,1730,36,,2025-03-26 17:00:00,2025-03-26 17:30:00,30,0.5,1
100082,20250326,1700,1730,34,,2025-03-26 17:00:00,2025-03-26 17:30:00,30,0.5,1
100083,20250326,1700,1800,15,Study,2025-03-26 17:00:00,2025-03-26 18:00:00,60,1.0,1
100084,20250326,1700,1800,23,skanda,2025-03-26 17:00:00,2025-03-26 18:00:00,60,1.0,1
100085,20250326,1700,1800,25,vinay,2025-03-26 17:00:00,2025-03-26 18:00:00,60,1.0,1
100086,20250326,1700,1800,28,Record Clearance Project,2025-03-26 17:00:00,2025-03-26 18:00:00,60,1.0,1
100087,20250326,1700,1800,37,,2025-03-26 17:00:00,2025-03-26 18:00:00,60,1.0,1
100088,20250326,1700,1900,20,s,2025-03-26 17:00:00,2025-03-26 19:00:00,120,2.0,1
100089,20250326,1700,1900,39,FE Study,2025-03-26 17:00:00,2025-03-26 19:00:00,120,2.0,1
100090,20250326,1700,1900,40,FE Study,2025-03-26 17:00:00,2025-03-26 19:00:00,120,2.0,1
100091,20250326,1700,1900,42,,2025-03-26 17:00:00,2025-03-26 19:00:00,120,2.0,1
100092,20250326,1730,1800,16,Benjamin,2025-03-26 17:30:00,2025-03-26 18:00:00,30,0.5,1
100093,20250326,1730,1800,22,,2025-03-26 17:30:00,2025-03-26 18:00:00,30,0.5,1
100094,20250326,1730,1800,41,,2025-03-26 17:30:00,2025-03-26 18:00:00,30,0.5,1
100095,20250326,1730,1900,13,apo- silly goofy mood brotherhood,2025-03-26 17:30:00,2025-03-26 19:00:00,90,1.5,1
100096,20250326,1730,1900,36,Sarah,2025-03-26 17:30:00,2025-03-26 19:00:00,90,1.5,1
100097,20250326,1730,1930,12,,2025-03-26 17:30:00,2025-03-26 19:30:00,120,2.0,1
100098,20250326,1730,1930,19,sowmya,2025-03-26 17:30:00,2025-03-26 19:30:00,120,2.0,1
100099,20250326,1730,1930,38,Amy Tan,2025-03-26 17:30:00,2025-03-26 19:30:00,120,2.0,1
